Time,Devicename,Temperature,TDS,PH,DO
Tue Jul 20 2021 08:29:01 GMT+0530 (India Standard Time),867378035207325,25.6875,136.7102,4.999212,2.03
Tue Jul 20 2021 08:30:05 GMT+0530 (India Standard Time),867378035207325,25.6875,136.4302,5.230949,2.05
Tue Jul 20 2021 08:31:10 GMT+0530 (India Standard Time),867378035207325,25.6875,136.5235,5.165672,2.05
Tue Jul 20 2021 08:32:14 GMT+0530 (India Standard Time),867378035207325,25.6875,136.7102,5.119979,2.06
Tue Jul 20 2021 08:33:18 GMT+0530 (India Standard Time),867378035207325,25.6875,136.3369,5.208105,2.06
Tue Jul 20 2021 08:34:23 GMT+0530 (India Standard Time),867378035207325,25.6875,136.7102,5.188521,2.05
Tue Jul 20 2021 08:35:27 GMT+0530 (India Standard Time),867378035207325,25.6875,136.3369,5.152615,2.05
Tue Jul 20 2021 08:36:32 GMT+0530 (India Standard Time),867378035207325,25.6875,136.8971,5.106921,2.06
Tue Jul 20 2021 08:37:36 GMT+0530 (India Standard Time),867378035207325,25.6875,136.3369,4.98942,2.08
Tue Jul 20 2021 08:38:41 GMT+0530 (India Standard Time),867378035207325,25.75,136.3369,5.074281,2.1
Tue Jul 20 2021 08:39:46 GMT+0530 (India Standard Time),867378035207325,25.75,136.7102,5.07102,2.12
Tue Jul 20 2021 08:40:50 GMT+0530 (India Standard Time),867378035207325,25.75,136.5235,5.077546,2.13
Tue Jul 20 2021 08:41:54 GMT+0530 (India Standard Time),867378035207325,25.75,136.8036,5.113448,2.15
Tue Jul 20 2021 08:42:59 GMT+0530 (India Standard Time),867378035207325,25.75,136.1507,5.057962,2.16
Tue Jul 20 2021 08:44:04 GMT+0530 (India Standard Time),867378035207325,25.75,136.5235,5.100395,2.17
Tue Jul 20 2021 08:45:08 GMT+0530 (India Standard Time),867378035207325,25.75,136.4302,5.009004,2.17
Tue Jul 20 2021 08:46:13 GMT+0530 (India Standard Time),867378035207325,25.75,137.1779,5.142823,2.16
Tue Jul 20 2021 08:47:18 GMT+0530 (India Standard Time),867378035207325,25.75,136.5235,5.025321,2.16
Tue Jul 20 2021 08:48:22 GMT+0530 (India Standard Time),867378035207325,25.75,136.8971,5.031853,2.15
Tue Jul 20 2021 08:49:26 GMT+0530 (India Standard Time),867378035207325,25.75,136.8036,4.98942,2.14
Tue Jul 20 2021 08:50:31 GMT+0530 (India Standard Time),867378035207325,25.8125,136.5235,4.924143,2.13
Tue Jul 20 2021 08:51:35 GMT+0530 (India Standard Time),867378035207325,25.8125,136.8971,5.01553,2.13
Tue Jul 20 2021 08:52:40 GMT+0530 (India Standard Time),867378035207325,25.8125,137.2716,5.07102,2.11
Tue Jul 20 2021 08:53:44 GMT+0530 (India Standard Time),867378035207325,25.8125,137.2716,4.966571,2.11
Tue Jul 20 2021 08:54:49 GMT+0530 (India Standard Time),867378035207325,25.8125,137.2716,5.168938,2.1
Tue Jul 20 2021 08:55:53 GMT+0530 (India Standard Time),867378035207325,25.8125,137.2716,5.126505,2.09
Tue Jul 20 2021 08:56:57 GMT+0530 (India Standard Time),867378035207325,25.8125,137.4591,5.139562,2.09
Tue Jul 20 2021 08:58:02 GMT+0530 (India Standard Time),867378035207325,25.8125,137.2716,5.136297,2.08
Tue Jul 20 2021 08:59:06 GMT+0530 (India Standard Time),867378035207325,25.8125,137.6469,5.381091,2.07
Tue Jul 20 2021 09:00:11 GMT+0530 (India Standard Time),867378035207325,25.875,137.2716,5.15588,2.05
Tue Jul 20 2021 09:01:16 GMT+0530 (India Standard Time),867378035207325,25.8125,137.553,5.15588,2.03
Tue Jul 20 2021 09:02:20 GMT+0530 (India Standard Time),867378035207325,25.8125,136.9906,5.106921,2
Tue Jul 20 2021 09:03:24 GMT+0530 (India Standard Time),867378035207325,25.875,137.2716,5.253798,1.98
Tue Jul 20 2021 09:04:28 GMT+0530 (India Standard Time),867378035207325,25.875,137.2716,5.191782,1.96
Tue Jul 20 2021 09:05:33 GMT+0530 (India Standard Time),867378035207325,25.875,137.2716,5.208105,1.94
Tue Jul 20 2021 09:06:37 GMT+0530 (India Standard Time),867378035207325,25.875,137.2716,5.175464,1.92
Tue Jul 20 2021 09:07:42 GMT+0530 (India Standard Time),867378035207325,25.875,137.4591,5.025321,1.9
Tue Jul 20 2021 09:08:46 GMT+0530 (India Standard Time),867378035207325,25.875,137.1779,5.106921,1.88
Tue Jul 20 2021 09:09:50 GMT+0530 (India Standard Time),867378035207325,25.875,137.6469,5.191782,1.87
Tue Jul 20 2021 09:10:55 GMT+0530 (India Standard Time),867378035207325,25.875,137.3653,5.204839,1.85
Tue Jul 20 2021 09:11:59 GMT+0530 (India Standard Time),867378035207325,25.9375,137.3653,5.416993,1.83
Tue Jul 20 2021 09:13:04 GMT+0530 (India Standard Time),867378035207325,25.9375,137.7409,5.175464,1.82
Tue Jul 20 2021 09:14:09 GMT+0530 (India Standard Time),867378035207325,25.9375,137.553,5.221157,1.79
Tue Jul 20 2021 09:15:13 GMT+0530 (India Standard Time),867378035207325,25.9375,137.3653,5.230949,1.78
Tue Jul 20 2021 09:16:18 GMT+0530 (India Standard Time),867378035207325,25.9375,137.6469,5.224423,1.77
Tue Jul 20 2021 09:17:23 GMT+0530 (India Standard Time),867378035207325,25.9375,137.7409,5.18199,1.76
Tue Jul 20 2021 09:18:27 GMT+0530 (India Standard Time),867378035207325,25.9375,137.553,5.12324,1.75
Tue Jul 20 2021 09:19:31 GMT+0530 (India Standard Time),867378035207325,25.9375,137.3653,5.185256,1.74
Tue Jul 20 2021 09:20:35 GMT+0530 (India Standard Time),867378035207325,25.9375,137.7409,5.12977,1.72
Tue Jul 20 2021 09:21:39 GMT+0530 (India Standard Time),867378035207325,26,137.6469,5.214631,1.71
Tue Jul 20 2021 09:22:44 GMT+0530 (India Standard Time),867378035207325,26,137.3653,5.244006,1.69
Tue Jul 20 2021 09:23:48 GMT+0530 (India Standard Time),867378035207325,26,137.4591,5.126505,1.67
Tue Jul 20 2021 09:24:52 GMT+0530 (India Standard Time),867378035207325,26,138.0231,5.028587,1.66
Tue Jul 20 2021 09:25:56 GMT+0530 (India Standard Time),867378035207325,26,137.8349,5.191782,1.64
Tue Jul 20 2021 09:27:00 GMT+0530 (India Standard Time),867378035207325,26,137.8349,5.201574,1.62
Tue Jul 20 2021 09:28:04 GMT+0530 (India Standard Time),867378035207325,26,137.8349,5.204839,1.6
Tue Jul 20 2021 09:29:08 GMT+0530 (India Standard Time),867378035207325,26,137.929,5.168938,1.58
Tue Jul 20 2021 09:30:13 GMT+0530 (India Standard Time),867378035207325,26,137.6469,5.253798,1.57
Tue Jul 20 2021 09:31:18 GMT+0530 (India Standard Time),867378035207325,26,137.929,5.211366,1.55
Tue Jul 20 2021 09:32:22 GMT+0530 (India Standard Time),867378035207325,26.0625,138.3058,5.204839,1.54
Tue Jul 20 2021 09:33:26 GMT+0530 (India Standard Time),867378035207325,26.0625,137.8349,5.17873,1.53
Tue Jul 20 2021 09:34:31 GMT+0530 (India Standard Time),867378035207325,26.0625,138.4002,5.198313,1.52
Tue Jul 20 2021 09:35:36 GMT+0530 (India Standard Time),867378035207325,26.0625,137.8349,5.159146,1.53
Tue Jul 20 2021 09:36:40 GMT+0530 (India Standard Time),867378035207325,26.0625,138.3058,4.995946,1.52
Tue Jul 20 2021 09:37:44 GMT+0530 (India Standard Time),867378035207325,26.0625,138.8728,5.208105,1.52
Tue Jul 20 2021 09:38:49 GMT+0530 (India Standard Time),867378035207325,26.0625,138.6835,5.116713,1.52
Tue Jul 20 2021 09:50:30 GMT+0530 (India Standard Time),867378035207325,26.125,0.000005790283,5.146089,1.56
Tue Jul 20 2021 09:51:35 GMT+0530 (India Standard Time),867378035207325,26.125,0.000005798181,5.116713,1.57
Tue Jul 20 2021 09:52:39 GMT+0530 (India Standard Time),867378035207325,26.125,0.000005790283,5.09713,1.58
Tue Jul 20 2021 09:58:40 GMT+0530 (India Standard Time),867378035207325,26.1875,0.000005810043,5.146089,1.71
Tue Jul 20 2021 09:59:44 GMT+0530 (India Standard Time),867378035207325,26.1875,0.000005794231,5.080812,1.75
Tue Jul 20 2021 10:00:49 GMT+0530 (India Standard Time),867378035207325,26.1875,0.000005790283,5.077546,1.79
Tue Jul 20 2021 10:01:53 GMT+0530 (India Standard Time),867378035207325,26.1875,0.000005794231,5.162406,1.86
Tue Jul 20 2021 10:02:58 GMT+0530 (India Standard Time),867378035207325,26.1875,0.000005794231,5.175464,1.95
Tue Jul 20 2021 10:04:02 GMT+0530 (India Standard Time),867378035207325,26.1875,0.000005790283,5.260324,2.04
Tue Jul 20 2021 10:05:07 GMT+0530 (India Standard Time),867378035207325,26.1875,0.000005802132,5.204839,2.02
Tue Jul 20 2021 10:06:12 GMT+0530 (India Standard Time),867378035207325,26.1875,0.000005802132,5.084072,1.93
Tue Jul 20 2021 10:07:17 GMT+0530 (India Standard Time),867378035207325,26.125,0.000005817963,5.2897,1.84
Tue Jul 20 2021 10:08:21 GMT+0530 (India Standard Time),867378035207325,26.125,0.000005790283,5.142823,1.74
Tue Jul 20 2021 10:09:26 GMT+0530 (India Standard Time),867378035207325,26.125,0.000005802132,5.240741,1.7
Tue Jul 20 2021 10:10:30 GMT+0530 (India Standard Time),867378035207325,26.125,0.000005790283,5.309283,1.7
Tue Jul 20 2021 10:11:34 GMT+0530 (India Standard Time),867378035207325,26.125,0.000005817963,5.325606,1.73
Tue Jul 20 2021 10:12:39 GMT+0530 (India Standard Time),867378035207325,26.125,0.000005810043,5.40394,1.91
Tue Jul 20 2021 10:13:44 GMT+0530 (India Standard Time),867378035207325,26.125,0.000005794231,5.3713,2.42
Tue Jul 20 2021 10:14:49 GMT+0530 (India Standard Time),867378035207325,26.0625,0.000005790283,5.185256,2.76
Tue Jul 20 2021 10:15:53 GMT+0530 (India Standard Time),867378035207325,26.0625,0.000005790283,5.260324,2.94
Tue Jul 20 2021 10:16:57 GMT+0530 (India Standard Time),867378035207325,26.0625,0.000005794231,5.253798,3.07
Tue Jul 20 2021 10:18:02 GMT+0530 (India Standard Time),867378035207325,26.0625,0.000005790283,5.266855,3.2
Tue Jul 20 2021 10:19:07 GMT+0530 (India Standard Time),867378035207325,26,0.000005798181,5.266855,3.29
Tue Jul 20 2021 10:20:11 GMT+0530 (India Standard Time),867378035207325,26,0.000005790283,5.279908,3.3
Tue Jul 20 2021 10:21:16 GMT+0530 (India Standard Time),867378035207325,26,0.000005786338,5.266855,3.31
Tue Jul 20 2021 10:22:20 GMT+0530 (India Standard Time),867378035207325,26,0.000005790283,5.341924,3.35
Tue Jul 20 2021 10:23:24 GMT+0530 (India Standard Time),867378035207325,26,0.000005794231,5.338659,3.42
Tue Jul 20 2021 10:24:29 GMT+0530 (India Standard Time),867378035207325,25.9375,0.000005790283,5.341924,3.47
Tue Jul 20 2021 10:25:34 GMT+0530 (India Standard Time),867378035207325,25.9375,0.000005790283,5.279908,3.49
Tue Jul 20 2021 10:26:39 GMT+0530 (India Standard Time),867378035207325,25.9375,0.000005810043,5.253798,3.49
Tue Jul 20 2021 10:27:44 GMT+0530 (India Standard Time),867378035207325,25.9375,0.000005790283,5.292965,3.51
Tue Jul 20 2021 10:28:49 GMT+0530 (India Standard Time),867378035207325,25.875,0.000005810043,5.286439,3.49
Tue Jul 20 2021 10:29:53 GMT+0530 (India Standard Time),867378035207325,25.875,0.000005790283,5.208105,3.51
Tue Jul 20 2021 10:30:58 GMT+0530 (India Standard Time),867378035207325,25.875,0.000005790283,5.240741,3.52
Tue Jul 20 2021 10:32:02 GMT+0530 (India Standard Time),867378035207325,25.875,0.000005778454,5.253798,3.55
Tue Jul 20 2021 10:33:07 GMT+0530 (India Standard Time),867378035207325,25.875,0.000005754858,5.211366,3.51
Tue Jul 20 2021 10:34:11 GMT+0530 (India Standard Time),867378035207325,25.875,0.000005786338,5.270116,3.46
Tue Jul 20 2021 10:35:16 GMT+0530 (India Standard Time),867378035207325,25.8125,0.000005786338,5.306023,3.43
Tue Jul 20 2021 10:36:20 GMT+0530 (India Standard Time),867378035207325,25.8125,0.000005774516,5.322341,3.41
Tue Jul 20 2021 10:37:24 GMT+0530 (India Standard Time),867378035207325,25.8125,0.000005766646,5.306023,3.4
Tue Jul 20 2021 10:38:28 GMT+0530 (India Standard Time),867378035207325,25.75,0.000005794231,5.312549,3.39
Tue Jul 20 2021 10:39:33 GMT+0530 (India Standard Time),867378035207325,25.75,0.00000577058,5.276647,3.37
Tue Jul 20 2021 10:40:37 GMT+0530 (India Standard Time),867378035207325,25.75,0.000005766646,5.276647,3.36
Tue Jul 20 2021 10:41:41 GMT+0530 (India Standard Time),867378035207325,25.75,0.000005754858,5.2897,3.36
Tue Jul 20 2021 10:42:45 GMT+0530 (India Standard Time),867378035207325,25.75,0.000005782395,5.266855,3.37
Tue Jul 20 2021 10:43:49 GMT+0530 (India Standard Time),867378035207325,25.75,0.000005786338,5.283174,3.41
Tue Jul 20 2021 10:44:54 GMT+0530 (India Standard Time),867378035207325,25.6875,0.000005774516,5.279908,3.47
Tue Jul 20 2021 10:45:58 GMT+0530 (India Standard Time),867378035207325,25.6875,0.000005747011,5.175464,3.49
Tue Jul 20 2021 10:47:03 GMT+0530 (India Standard Time),867378035207325,25.6875,0.000005754858,5.224423,3.52
Tue Jul 20 2021 10:48:07 GMT+0530 (India Standard Time),867378035207325,25.6875,0.000005747011,5.368034,3.56
Tue Jul 20 2021 10:49:11 GMT+0530 (India Standard Time),867378035207325,25.6875,0.000005750933,5.266855,3.58
Tue Jul 20 2021 10:50:16 GMT+0530 (India Standard Time),867378035207325,25.6875,0.00000574309,5.348451,3.59
Tue Jul 20 2021 10:51:20 GMT+0530 (India Standard Time),867378035207325,25.6875,0.000005766646,5.299491,3.61
Tue Jul 20 2021 10:52:25 GMT+0530 (India Standard Time),867378035207325,25.625,0.000005786338,5.325606,3.63
Tue Jul 20 2021 10:53:30 GMT+0530 (India Standard Time),867378035207325,25.625,0.000005758785,5.338659,3.63
Tue Jul 20 2021 10:54:35 GMT+0530 (India Standard Time),867378035207325,25.625,0.000005754858,5.364773,3.62
Tue Jul 20 2021 10:55:40 GMT+0530 (India Standard Time),867378035207325,25.625,0.000005754858,5.292965,3.61
Tue Jul 20 2021 10:56:45 GMT+0530 (India Standard Time),867378035207325,25.625,0.000005735257,5.152615,3.63
Tue Jul 20 2021 10:57:49 GMT+0530 (India Standard Time),867378035207325,25.625,0.000005735257,5.328867,3.65
Tue Jul 20 2021 10:58:54 GMT+0530 (India Standard Time),867378035207325,25.5625,0.000005754858,5.257064,3.71
Tue Jul 20 2021 10:59:59 GMT+0530 (India Standard Time),867378035207325,25.5625,0.00000577058,5.214631,3.7
Tue Jul 20 2021 11:01:04 GMT+0530 (India Standard Time),867378035207325,25.5625,0.000005747011,5.309283,3.63
Tue Jul 20 2021 11:02:08 GMT+0530 (India Standard Time),867378035207325,25.5625,0.00000577058,5.358242,3.58
Tue Jul 20 2021 11:03:12 GMT+0530 (India Standard Time),867378035207325,25.5625,0.000005727432,5.276647,3.56
Tue Jul 20 2021 11:04:16 GMT+0530 (India Standard Time),867378035207325,25.5625,0.000005762714,5.348451,3.51
Tue Jul 20 2021 11:05:21 GMT+0530 (India Standard Time),867378035207325,25.5625,0.000005727432,5.260324,3.39
Tue Jul 20 2021 11:06:26 GMT+0530 (India Standard Time),867378035207325,25.5,0.000005762714,5.377826,3.26
Tue Jul 20 2021 11:07:30 GMT+0530 (India Standard Time),867378035207325,25.5,0.00000577058,5.26359,3.15
Tue Jul 20 2021 11:08:35 GMT+0530 (India Standard Time),867378035207325,25.5,0.000005739172,5.299491,3.09
Tue Jul 20 2021 11:09:39 GMT+0530 (India Standard Time),867378035207325,25.5,0.000005747011,5.312549,3.08
Tue Jul 20 2021 11:10:43 GMT+0530 (India Standard Time),867378035207325,25.5,0.000005727432,5.279908,3.08
Tue Jul 20 2021 11:11:47 GMT+0530 (India Standard Time),867378035207325,25.5,0.000005735257,5.420259,3.12
Tue Jul 20 2021 11:12:51 GMT+0530 (India Standard Time),867378035207325,25.5,0.000005747011,5.260324,3.16
Tue Jul 20 2021 11:13:56 GMT+0530 (India Standard Time),867378035207325,25.5,0.000005747011,5.377826,3.23
Tue Jul 20 2021 11:15:01 GMT+0530 (India Standard Time),867378035207325,25.5,0.000005727432,5.309283,3.33
Tue Jul 20 2021 11:16:06 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005782395,5.149354,3.43
Tue Jul 20 2021 11:17:11 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005766646,5.201574,3.47
Tue Jul 20 2021 11:18:15 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005727432,5.253798,3.52
Tue Jul 20 2021 11:19:19 GMT+0530 (India Standard Time),867378035207325,25.4375,0.00000574309,5.348451,3.56
Tue Jul 20 2021 11:20:24 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005723522,5.296231,3.54
Tue Jul 20 2021 11:21:28 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005762714,5.257064,3.53
Tue Jul 20 2021 11:22:33 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005727432,5.283174,3.57
Tue Jul 20 2021 11:23:38 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005747011,5.286439,3.6
Tue Jul 20 2021 11:24:42 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005727432,5.338659,3.62
Tue Jul 20 2021 11:25:47 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005727432,5.407201,3.59
Tue Jul 20 2021 11:26:51 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005731342,5.410467,3.59
Tue Jul 20 2021 11:27:55 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005731342,5.387618,3.64
Tue Jul 20 2021 11:29:00 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005723522,5.208105,3.64
Tue Jul 20 2021 11:30:05 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005727432,5.354981,3.62
Tue Jul 20 2021 11:31:10 GMT+0530 (India Standard Time),867378035207325,25.4375,0.00000570401,5.296231,3.59
Tue Jul 20 2021 11:32:15 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005723522,5.17873,3.59
Tue Jul 20 2021 11:33:19 GMT+0530 (India Standard Time),867378035207325,25.4375,0.000005723522,5.299491,3.63
Tue Jul 20 2021 11:34:24 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005727432,5.319075,3.62
Tue Jul 20 2021 11:35:28 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005727432,5.299491,3.63
Tue Jul 20 2021 11:36:32 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005727432,5.283174,3.62
Tue Jul 20 2021 11:37:36 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005723522,5.296231,3.61
Tue Jul 20 2021 11:38:40 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005731342,5.266855,3.66
Tue Jul 20 2021 11:39:44 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005727432,5.364773,3.68
Tue Jul 20 2021 11:40:49 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005727432,5.2897,3.67
Tue Jul 20 2021 11:41:53 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005719615,5.306023,3.65
Tue Jul 20 2021 11:42:58 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005731342,5.358242,3.59
Tue Jul 20 2021 11:44:02 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005727432,5.361508,3.53
Tue Jul 20 2021 11:45:07 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005727432,5.361508,3.47
Tue Jul 20 2021 11:46:11 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005715711,5.322341,3.43
Tue Jul 20 2021 11:47:16 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005723522,5.377826,3.38
Tue Jul 20 2021 11:48:21 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005735257,5.302757,3.31
Tue Jul 20 2021 11:49:25 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005715711,5.319075,3.26
Tue Jul 20 2021 11:50:29 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005723522,5.341924,3.2
Tue Jul 20 2021 11:51:34 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005739172,5.328867,3.16
Tue Jul 20 2021 11:52:39 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005723522,5.250533,3.18
Tue Jul 20 2021 11:53:43 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005719615,5.423524,3.2
Tue Jul 20 2021 11:54:48 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005731342,5.286439,3.18
Tue Jul 20 2021 11:55:52 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005715711,5.439842,3.15
Tue Jul 20 2021 11:56:56 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005723522,5.2897,3.13
Tue Jul 20 2021 11:58:01 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005715711,5.377826,3.15
Tue Jul 20 2021 11:59:06 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005727432,5.341924,3.19
Tue Jul 20 2021 12:00:11 GMT+0530 (India Standard Time),867378035207325,25.375,0.000005715711,5.315815,3.24
Tue Jul 20 2021 12:01:16 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005719615,5.407201,3.28
Tue Jul 20 2021 12:02:20 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005731342,5.416993,3.28
Tue Jul 20 2021 12:03:25 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005739172,5.338659,3.25
Tue Jul 20 2021 12:04:29 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005723522,5.377826,3.24
Tue Jul 20 2021 12:05:33 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005715711,5.40394,3.27
Tue Jul 20 2021 12:06:38 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005715711,5.394149,3.36
Tue Jul 20 2021 12:07:43 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005723522,5.436576,3.45
Tue Jul 20 2021 12:08:47 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005692329,5.152615,3.47
Tue Jul 20 2021 12:09:52 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005723522,5.361508,3.5
Tue Jul 20 2021 12:10:57 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005739172,5.338659,3.53
Tue Jul 20 2021 12:12:01 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005723522,5.332132,3.56
Tue Jul 20 2021 12:13:05 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005692329,5.286439,3.59
Tue Jul 20 2021 12:14:09 GMT+0530 (India Standard Time),867378035207325,25.25,0.000005700114,5.407201,3.59
Tue Jul 20 2021 12:15:13 GMT+0530 (India Standard Time),867378035207325,25.3125,0.000005747011,5.332132,3.6
Tue Jul 20 2021 12:16:18 GMT+0530 (India Standard Time),867378035207325,25.25,0.000005727432,5.3713,3.62
Tue Jul 20 2021 12:17:23 GMT+0530 (India Standard Time),867378035207325,25.25,0.000005723522,5.361508,3.64
Tue Jul 20 2021 12:18:27 GMT+0530 (India Standard Time),867378035207325,25.25,0.000005727432,5.338659,3.63
Tue Jul 20 2021 12:19:32 GMT+0530 (India Standard Time),867378035207325,25.25,0.000005727432,5.368034,3.63
Tue Jul 20 2021 12:20:37 GMT+0530 (India Standard Time),867378035207325,25.25,0.000005735257,5.394149,3.68
Tue Jul 20 2021 12:21:42 GMT+0530 (India Standard Time),867378035207325,25.25,0.000005719615,5.413732,3.69
Tue Jul 20 2021 12:22:46 GMT+0530 (India Standard Time),867378035207325,25.25,0.000005739172,5.413732,3.68
Tue Jul 20 2021 12:23:51 GMT+0530 (India Standard Time),867378035207325,25.25,0.000005735257,5.394149,3.65
Tue Jul 20 2021 12:24:56 GMT+0530 (India Standard Time),867378035207325,25.25,0.000005727432,5.390883,3.64
Tue Jul 20 2021 12:26:00 GMT+0530 (India Standard Time),867378035207325,25.25,0.000005731342,5.397409,3.66
Tue Jul 20 2021 12:27:05 GMT+0530 (India Standard Time),867378035207325,25.25,0.00000570401,5.544286,3.64
Tue Jul 20 2021 12:28:10 GMT+0530 (India Standard Time),867378035207325,25.1875,0.000005739172,5.377826,3.59
Tue Jul 20 2021 12:29:14 GMT+0530 (India Standard Time),867378035207325,25.1875,0.000005707909,5.420259,3.59
Tue Jul 20 2021 12:30:19 GMT+0530 (India Standard Time),867378035207325,25.1875,0.000005735257,5.482275,3.6
Tue Jul 20 2021 12:31:24 GMT+0530 (India Standard Time),867378035207325,25.1875,0.000005727432,5.433316,3.55
Tue Jul 20 2021 12:32:28 GMT+0530 (India Standard Time),867378035207325,25.1875,0.000005707909,5.34519,3.52
Tue Jul 20 2021 12:33:32 GMT+0530 (India Standard Time),867378035207325,25.1875,0.000005692329,5.319075,3.53
Tue Jul 20 2021 12:34:37 GMT+0530 (India Standard Time),867378035207325,25.1875,0.000005707909,5.397409,3.61
Tue Jul 20 2021 12:35:42 GMT+0530 (India Standard Time),867378035207325,25.1875,0.000005707909,5.469217,3.63
Tue Jul 20 2021 12:36:46 GMT+0530 (India Standard Time),867378035207325,25.1875,0.000005731342,5.416993,3.64
Tue Jul 20 2021 12:37:51 GMT+0530 (India Standard Time),867378035207325,25.1875,0.000005731342,5.338659,3.65
Tue Jul 20 2021 12:38:55 GMT+0530 (India Standard Time),867378035207325,25.1875,0.000005747011,5.390883,3.66
Tue Jul 20 2021 12:40:00 GMT+0530 (India Standard Time),867378035207325,25.125,0.000005727432,5.482275,3.68
Tue Jul 20 2021 12:41:04 GMT+0530 (India Standard Time),867378035207325,25.125,0.000005719615,5.462691,3.68
Tue Jul 20 2021 12:42:09 GMT+0530 (India Standard Time),867378035207325,25.125,0.00000570401,5.413732,3.64
Tue Jul 20 2021 12:43:13 GMT+0530 (India Standard Time),867378035207325,25.125,0.000005723522,5.446368,3.58
Tue Jul 20 2021 12:44:17 GMT+0530 (India Standard Time),867378035207325,25.125,0.000005715711,5.505119,3.58
Tue Jul 20 2021 12:45:22 GMT+0530 (India Standard Time),867378035207325,25.125,0.000005739172,5.43005,3.65
Tue Jul 20 2021 12:46:26 GMT+0530 (India Standard Time),867378035207325,25.125,0.000005707909,5.45616,3.7
Tue Jul 20 2021 12:47:31 GMT+0530 (India Standard Time),867378035207325,25.125,0.000005719615,5.40394,3.67
Tue Jul 20 2021 12:48:36 GMT+0530 (India Standard Time),867378035207325,25.125,0.000005715711,5.433316,3.71
Tue Jul 20 2021 12:49:41 GMT+0530 (India Standard Time),867378035207325,25.125,0.00000570401,5.34519,3.79
Tue Jul 20 2021 12:50:46 GMT+0530 (India Standard Time),867378035207325,25.0625,0.000005707909,5.410467,3.82
Tue Jul 20 2021 12:51:50 GMT+0530 (India Standard Time),867378035207325,25.0625,0.000005727432,5.335398,3.85
Tue Jul 20 2021 12:52:54 GMT+0530 (India Standard Time),867378035207325,25.0625,0.000005715711,5.534494,3.87
Tue Jul 20 2021 12:53:58 GMT+0530 (India Standard Time),867378035207325,25.0625,0.000005719615,5.439842,3.85
Tue Jul 20 2021 12:55:03 GMT+0530 (India Standard Time),867378035207325,25.0625,0.000005723522,5.384357,3.82
Tue Jul 20 2021 12:56:07 GMT+0530 (India Standard Time),867378035207325,25.0625,0.000005731342,5.479009,3.81
Tue Jul 20 2021 12:57:12 GMT+0530 (India Standard Time),867378035207325,25.0625,0.000005715711,5.416993,3.78
Tue Jul 20 2021 12:58:16 GMT+0530 (India Standard Time),867378035207325,25.0625,0.00000570401,5.319075,3.75
